18	7:10 AM ↑ (106°)	5:45 PM ↑ (255°)	10:35:29	+2:58	5:31 AM	7:23 PM	6:05 AM	6:49 PM	6:40 AM	6:15 PM	12:27 PM (33.5°)	91.882
19	7:08 AM ↑ (105°)	5:46 PM ↑ (255°)	10:38:28	+2:59	5:30 AM	7:25 PM	6:04 AM	6:51 PM	6:38 AM	6:16 PM	12:27 PM (33.9°)	91.901
20	7:06 AM ↑ (105°)	5:48 PM ↑ (256°)	10:41:28	+3:00	5:28 AM	7:26 PM	6:02 AM	6:52 PM	6:37 AM	6:18 PM	12:27 PM (34.2°)	91.921
21	7:05 AM ↑ (104°)	5:49 PM ↑ (256°)	10:44:29	+3:00	5:27 AM	7:27 PM	6:01 AM	6:53 PM	6:35 AM	6:19 PM	12:27 PM (34.6°)	91.941
22	7:03 AM ↑ (104°)	5:51 PM ↑ (257°)	10:47:31	+3:01	5:25 AM	7:29 PM	5:59 AM	6:55 PM	6:33 AM	6:20 PM	12:27 PM (34.9°)	91.961
23	7:01 AM ↑ (103°)	5:52 PM ↑ (257°)	10:50:33	+3:02	5:24 AM	7:30 PM	5:58 AM	6:56 PM	6:32 AM	6:22 PM	12:26 PM (35.3°)	91.981
24	7:00 AM ↑ (103°)	5:53 PM ↑ (258°)	10:53:36	+3:02	5:22 AM	7:31 PM	5:56 AM	6:57 PM	6:30 AM	6:23 PM	12:26 PM (35.7°)	92.001
25	6:58 AM ↑ (102°)	5:55 PM ↑ (258°)	10:56:40	+3:03	5:21 AM	7:32 PM	5:55 AM	6:58 PM	6:29 AM	6:24 PM	12:26 PM (36.0°)	92.022
26	6:56 AM ↑ (102°)	5:56 PM ↑ (259°)	10:59:44	+3:03	5:19 AM	7:34 PM	5:53 AM	7:00 PM	6:27 AM	6:26 PM	12:26 PM (36.4°)	92.043
27	6:55 AM ↑ (101°)	5:58 PM ↑ (259°)	11:02:48	+3:04	5:17 AM	7:35 PM	5:51 AM	7:01 PM	6:25 AM	6:27 PM	12:26 PM (36.8°)	92.064
28	6:53 AM ↑ (100°)	5:59 PM ↑ (260°)	11:05:54	+3:05	5:16 AM	7:36 PM	5:50 AM	7:02 PM	6:24 AM	6:28 PM	12:26 PM (37.2°)	92.086
